App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last update,Privacy Policy,Content Rating,Ad Supported,In app purchases,Editor Choice,Summary,Reviews,Android version Text,Developer,Developer Address,Developer Internal ID,Version
Be-be-bears in space,com.imult.bears3,Puzzle,3.580645,62,"1,000,000+",1000000,TRUE,0,USD,Varies with device,N/A,4732508951530660000,https://goo.gl/QADJW9,support@i-mult.ru,"Feb 1, 2018","April 19, 2021",http://i-mult.ru/privacy/,Everyone,N/A,TRUE,FALSE,Incredible adventures,33,,Interactive Moolt DTv,"125167, г.Москва, Ленинградский пр-т,  д. 37А, корп.4, этаж 10, помещение XXII, комната 1",4.73251E+18,1.210419
Rhythm Patrol,com.imult.musicgirls,Music,4.2285714,35,"1,000,000+",1000000,TRUE,0,USD,38M,4.1,4732508951530660000,https://i-mult.tlum.ru/games/musicgirls,support@i-mult.ru,"Jun 29, 2018","February 5, 2021",https://i-mult.tlum.ru/privacy,Everyone,TRUE,TRUE,FALSE,"Practice, try out different styles, and create unforgettable performances!",13,4.1 and up,Interactive Moolt DTv,"125167, г.Москва, Ленинградский пр-т,  д. 37А, корп.4, этаж 10, помещение XXII, комната 1",4.73251E+18,1.210204
Be-be-bears Free,com.imult.bebebearsfree2play,Educational,3.9085534,25349,"5,000,000+",5000000,TRUE,0,USD,28M,N/A,4732508951530660000,http://goo.gl/36Yh2U,support@i-mult.ru,"Apr 27, 2016","December 5, 2020",http://i-mult.ru/privacy/,Everyone,N/A,TRUE,FALSE,Exciting educational game for kids about charming little bears Bjorn & Bucky!,7536,,Interactive Moolt DTv,"125167, г.Москва, Ленинградский пр-т,  д. 37А, корп.4, этаж 10, помещение XXII, комната 1",4.73251E+18,4.201205
My Best Friend Bucky,com.imult.mybear,Role Playing,4.3384223,27411,"5,000,000+",5000000,TRUE,0,USD,Varies with device,N/A,4732508951530660000,http://i-mult.tlum.ru/,support@i-mult.ru,"Nov 15, 2017","January 25, 2021",http://i-mult.tlum.ru/privacy,Everyone,TRUE,TRUE,FALSE,Take care of little Bucky and go on adventures in the world of Be-Be-Bears!,8830,,Interactive Moolt DTv,"125167, г.Москва, Ленинградский пр-т,  д. 37А, корп.4, этаж 10, помещение XXII, комната 1",4.73251E+18,1.210125
Moolt,ru.imult.mult,Entertainment,3.0779989,50714,"5,000,000+",5000000,TRUE,0,USD,24M,4.4,4732508951530660000,https://multapp.ru/,support@i-mult.ru,"Jul 13, 2016","March 2, 2021",http://i-moolt.com/privacy/en,Everyone,N/A,TRUE,FALSE,Enjoy colorful animated cartoons premiering every week in kids-safe environment,21981,4.4 and up,Interactive Moolt DTv,"125167, г.Москва, Ленинградский пр-т,  д. 37А, корп.4, этаж 10, помещение XXII, комната 1",4.73251E+18,3.34.19
Be-be-bears: Early Learning,com.imult.edu.multiznaika,Educational,4.0521326,4200,"1,000,000+",1000000,TRUE,0,USD,43M,4.0.3,4732508951530660000,https://goo.gl/q5xele,support@i-mult.ru,"Aug 15, 2017","December 21, 2020",http://i-mult.tlum.ru/privacy,Everyone,N/A,TRUE,FALSE,"A suite of educational apps from the creators of the ""Be-be-bears"" cartoon.",1311,4.0.3 and up,Interactive Moolt DTv,"125167, г.Москва, Ленинградский пр-т,  д. 37А, корп.4, этаж 10, помещение XXII, комната 1",4.73251E+18,2.201221
Kids Games free 4 years old,com.sparsekids.apps.africa,Educational,4.251208,4135,"1,000,000+",1000000,TRUE,0,USD,23M,4.2,6540162077545220000,http://www.sparsekids.com,info@sparsekids.com,"Jun 7, 2015","July 3, 2020",http://sparsecreations.com/LD.html,Everyone,TRUE,TRUE,FALSE,Free Games for Kids: Brain Games for Kids in the wild life africa and australia,1456,4.2 and up,sparse kids,"Düsseldorfer Str. 60
33647
Bielefeld
Germany",6.54016E+18,5.55.001
Emeritus: Online Learning From The Best,com.emeritus.mobile,Education,4.4198475,1165,"1,000,000+",1000000,TRUE,0,SGD,39M,8,7250442151934840000,https://insights.emeritus.org/,siddharth.taparia@emeritus.org,"Dec 12, 2020","April 30, 2021",https://insights.emeritus.org/privacy,Everyone,N/A,FALSE,FALSE,"Learn from leading books, universities, courses and improve your skills",244,8.0 and up,Emeritus Institute of Management Pte Ltd,Emeritus Institute of Management,7.25044E+18,1.1.8
Mahant Swami wallpaper,com.shree.mahantswamiwallpaper,Personalization,4.80198,172,"5,000+",5000,TRUE,0,USD,3.8M,4.0.3,9026918347550140000,N/A,pradp.dabhi@gmail.com,"Nov 2, 2018","February 8, 2019",https://sites.google.com/site/mahantswamimaharajwallpapers/,Everyone,TRUE,FALSE,FALSE,Free HD wallpaper of Mahant Swami Maharaj (Sadhu Keshavjivandas).,50,4.0.3 and up,i-can,INDIA,9.02692E+18,1.0.1
Navli Navratri 2020 - online navratri songs,com.shree.navarati,Music & Audio,4.352941,102,"10,000+",10000,TRUE,0,USD,4.1M,4,9026918347550140000,N/A,pradp.dabhi@gmail.com,"Sep 24, 2014","September 16, 2018",https://sites.google.com/site/navlinavratri1/,Everyone,TRUE,FALSE,FALSE,"Online playing Nonstop navratri garba, songs at any place and any time.",43,4.0 and up,i-can,INDIA,9.02692E+18,1.0.4
Preschool - Balmandir (kids Learner app),com.shree.balmandir,Education,4.41,319,"10,000+",10000,TRUE,0,USD,18M,4.0.3,9026918347550140000,N/A,pradp.dabhi@gmail.com,"Sep 10, 2014","November 29, 2018",https://sites.google.com/site/prescoolbalmandir/,Everyone,N/A,TRUE,FALSE,Balmandir(Gujarati + English) is Preschool learning app for kids and toddlers.,100,4.0.3 and up,i-can,INDIA,9.02692E+18,2.3
Vachanamrut,com.shree.vachnamrut,Books & Reference,4.78,456,"10,000+",10000,TRUE,0,USD,3.9M,4.2,9026918347550140000,N/A,pradp.dabhi@gmail.com,"Aug 9, 2014","January 2, 2019",https://sites.google.com/site/vachanamrutprivacypolicy/,Everyone,N/A,FALSE,FALSE,Vachnamrut is made of two words vachan & amrut. that leads the jivas to moksha.,182,4.2 and up,i-can,INDIA,9.02692E+18,2.4
"Kids Animals & Birds Name with Sound, puzzle game",com.preschooleducationgames.kidsanimalsandbirdsnamewithsound.puzzlegame,Educational,0,N/A,100+,100,TRUE,0,USD,24M,4.1,5780951275285970000,N/A,kfgames1993@gmail.com,"Feb 27, 2020","February 27, 2020",https://kfgames1993.blogspot.com/2020/09/privacy-policy-we-respect-and-value.html,Everyone,TRUE,TRUE,FALSE,"Preschool animal sound, kids fruits,and vegetable games, Birds learning for kids",0,4.1 and up,Family Kids Educational Apps and Toddler Games,"506 Shapath 2 Near Pakwan Cross Road, Sarkhej - Gandhinagar Hwy, Bodakdev, Ahmedabad, Gujarat 380052",5.78095E+18,1
New Candy Game 2020 - Match 3 Game,com.preschooleducationgames.newcandygame2020.match3game,Puzzle,0,N/A,500+,500,TRUE,0,USD,41M,4.1,5780951275285970000,N/A,kfgames1993@gmail.com,"Jan 28, 2020","January 29, 2020",https://kfgames1993.blogspot.com/2019/09/overview-of-this-privacy-policy-details.html,Everyone,TRUE,TRUE,FALSE,New Candy Game 2020 - Match 3 Game,0,4.1 and up,Family Kids Educational Apps and Toddler Games,"506 Shapath 2 Near Pakwan Cross Road, Sarkhej - Gandhinagar Hwy, Bodakdev, Ahmedabad, Gujarat 380052",5.78095E+18,1
Kids Spelling Learning Preschool Educational Game,com.preschooleducationgames.kidsspellinglearning.preschooleducationalgame,Educational,0,N/A,100+,100,TRUE,0,USD,18M,4.1,5780951275285970000,N/A,kfgames1993@gmail.com,"Dec 20, 2019","January 28, 2020",https://kfgames1993.blogspot.com/2020/09/privacy-policy-we-respect-and-value.html,Everyone,TRUE,TRUE,FALSE,"Educational games, kids spelling learning for kindergarten kids and preschoolers",0,4.1 and up,Family Kids Educational Apps and Toddler Games,"506 Shapath 2 Near Pakwan Cross Road, Sarkhej - Gandhinagar Hwy, Bodakdev, Ahmedabad, Gujarat 380052",5.78095E+18,1.1
Christmas Games 2019 Pop Bubble Shooter Xmas Party,com.preschooleducationgames.christmas2019.bubbleshooter.kidsadventuregame,Puzzle,0,N/A,500+,500,TRUE,0,USD,51M,4.1,5780951275285970000,N/A,kfgames1993@gmail.com,"Dec 11, 2019","December 12, 2019",https://kfgames1993.blogspot.com/2019/09/overview-of-this-privacy-policy-details.html,Everyone,TRUE,TRUE,FALSE,Christmas games 2019 with adventure of bubble pop shooter Santa Claus Xmas Party,0,4.1 and up,Family Kids Educational Apps and Toddler Games,"506 Shapath 2 Near Pakwan Cross Road, Sarkhej - Gandhinagar Hwy, Bodakdev, Ahmedabad, Gujarat 380052",5.78095E+18,1
Kids Color Matching: Toddler Learning Shape games,com.preschooleducationgames.toddlerscolorandshapeslearning.forpreschoolkid,Educational,0,N/A,100+,100,TRUE,0,USD,19M,4.1,5780951275285970000,N/A,kfgames1993@gmail.com,"Dec 8, 2019","January 28, 2020",https://kfgames1993.blogspot.com/2019/09/overview-of-this-privacy-policy-details.html,Everyone,TRUE,TRUE,FALSE,Matching Shapes for Kids & Color Learning Game for Toddlers & Preschooler babies,0,4.1 and up,Family Kids Educational Apps and Toddler Games,"506 Shapath 2 Near Pakwan Cross Road, Sarkhej - Gandhinagar Hwy, Bodakdev, Ahmedabad, Gujarat 380052",5.78095E+18,1.1
Human Body Parts Learning for Kids-Preschool Games,com.preschooleducationgames.humanbodyparts.learningforkids.preschoolgames,Educational,0,N/A,"1,000+",1000,TRUE,0,USD,12M,4.1,5780951275285970000,N/A,kfgames1993@gmail.com,"Nov 21, 2019","January 25, 2020",https://kfgames1993.blogspot.com/2020/09/privacy-policy-we-respect-and-value.html,Everyone,TRUE,TRUE,FALSE,Pre-Schoolers Humans Body parts learning educational games for kids and Toddlers,0,4.1 and up,Family Kids Educational Apps and Toddler Games,"506 Shapath 2 Near Pakwan Cross Road, Sarkhej - Gandhinagar Hwy, Bodakdev, Ahmedabad, Gujarat 380052",5.78095E+18,1.4
"Tracing Alphabets for Kids: Learning ABCD, Numbers",com.preschooleducationgames.abckids.preschoolwordtracing.educationalgame,Educational,0,N/A,100+,100,TRUE,0,USD,21M,4.1,5780951275285970000,N/A,kfgames1993@gmail.com,"Oct 24, 2019","January 27, 2020",https://kfgames1993.blogspot.com/2019/09/overview-of-this-privacy-policy-details.html,Everyone,TRUE,TRUE,FALSE,"Preschool learning game: Kids alphabets tracing game,number tracing for toddlers",0,4.1 and up,Family Kids Educational Apps and Toddler Games,"506 Shapath 2 Near Pakwan Cross Road, Sarkhej - Gandhinagar Hwy, Bodakdev, Ahmedabad, Gujarat 380052",5.78095E+18,1.2
Communication Skills Development in 21 days,com.trmapps.communication_skill_development,Lifestyle,4.48,119,"10,000+",10000,TRUE,0,XXX,4.2M,4.3,8344395899084340000,N/A,belaldu43@gmail.com,"Oct 15, 2020","March 4, 2021",https://sites.google.com/view/communication-skills-dev,Everyone,TRUE,FALSE,FALSE,This communication skills apps help to improve communication skills in english,55,4.3 and up,TrmApps Dev,"Shahbag 1000 ,
Dhaka  ,Bangladesh.",8.3444E+18,1.7
Achieve your goals - Smart Goal Setting,com.trmapps.life_goals_planner,Lifestyle,4.8,20,"1,000+",1000,TRUE,0,XXX,7.1M,4.3,8344395899084340000,N/A,belaldu43@gmail.com,"Nov 6, 2020","May 28, 2021",https://sites.google.com/view/life-goals,Everyone,TRUE,FALSE,FALSE,How to achieve your goals  app is a goals planner to reach out success.,9,4.3 and up,TrmApps Dev,"Shahbag 1000 ,
Dhaka  ,Bangladesh.",8.3444E+18,1.5
English Grammar For All,com.trmapps.English_Grammar_For_All,Books & Reference,4.38,118,"10,000+",10000,TRUE,0,XXX,4.5M,4.3,8344395899084340000,N/A,belaldu43@gmail.com,"Nov 26, 2020","March 3, 2021",https://sites.google.com/view/english-grammar-for-all,Everyone,TRUE,FALSE,FALSE,English Grammar for all is a complete English grammar book & a correction app,62,4.3 and up,TrmApps Dev,"Shahbag 1000 ,
Dhaka  ,Bangladesh.",8.3444E+18,1.4
Improve Your English Writing Skills,com.trmapps.improve_your_english_writing_skills,Education,3.53,146,"10,000+",10000,TRUE,0,XXX,4.5M,4.3,8344395899084340000,N/A,belaldu43@gmail.com,"Oct 14, 2020","March 4, 2021",https://sites.google.com/view/improve-english-writing,Everyone,TRUE,FALSE,FALSE,Improve Your English Writing Skills app develop your English writing in all.,68,4.3 and up,TrmApps Dev,"Shahbag 1000 ,
Dhaka  ,Bangladesh.",8.3444E+18,1.5
Public Speaking for Beginners to Advanced,com.trmapps.PublicSpeakingConfidence,Lifestyle,4.559322,59,"1,000+",1000,TRUE,0,XXX,5.1M,4.3,8344395899084340000,N/A,belaldu43@gmail.com,"Oct 15, 2020","March 7, 2021",https://sites.google.com/view/public-speaking-for,Everyone,TRUE,FALSE,FALSE,Public speaking for beginners to advanced include all public speaking skills,33,4.3 and up,TrmApps Dev,"Shahbag 1000 ,
Dhaka  ,Bangladesh.",8.3444E+18,1.2
Common English Phrases (Offline),com.trmapps.common_english_phrase,Education,4.1842103,76,"5,000+",5000,TRUE,0,XXX,4.5M,4.3,8344395899084340000,N/A,belaldu43@gmail.com,"Oct 12, 2020","March 7, 2021",https://sites.google.com/view/common-english-phrases,Everyone,TRUE,FALSE,FALSE,Common English Phrases app help you to learn most useful English phrases,38,4.3 and up,TrmApps Dev,"Shahbag 1000 ,
Dhaka  ,Bangladesh.",8.3444E+18,1.6
How to be happy in life,com.trmapps.how_to_be_happy_in_life,Lifestyle,4.869565,23,"1,000+",1000,TRUE,0,XXX,4.6M,4.3,8344395899084340000,N/A,belaldu43@gmail.com,"Nov 9, 2020","March 21, 2021",https://sites.google.com/view/how-to-be-happy-in-life,Everyone,TRUE,FALSE,FALSE,how to be happy in life is a complete happiness planner for everyone.,14,4.3 and up,TrmApps Dev,"Shahbag 1000 ,
Dhaka  ,Bangladesh.",8.3444E+18,1.2
Common Mistakes in English Offline,com.trmapps.CommonMistakesInEnglish,Education,4.4653463,213,"10,000+",10000,TRUE,0,USD,4.6M,4.3,8344395899084340000,N/A,belaldu43@gmail.com,"Oct 8, 2020","March 30, 2021",https://sites.google.com/view/commonmistakeinenglish,Everyone,TRUE,FALSE,FALSE,Common mistakes in English Offline help you to rid of common error in English,113,4.3 and up,TrmApps Dev,"Shahbag 1000 ,
Dhaka  ,Bangladesh.",8.3444E+18,1.8
Power of Subconscious Mind,com.trmapps.power_of_subconscious_mind,Lifestyle,4.6860466,86,"1,000+",1000,TRUE,0,XXX,6.3M,4.3,8344395899084340000,N/A,belaldu43@gmail.com,"Oct 26, 2020","March 7, 2021",https://sites.google.com/view/power-of,Everyone,TRUE,FALSE,FALSE,Power of subconscious mind app discuss about the power of mind,43,4.3 and up,TrmApps Dev,"Shahbag 1000 ,
Dhaka  ,Bangladesh.",8.3444E+18,1.4
Power of Habit,com.trmapps.success_habits,Lifestyle,4.8461537,13,500+,500,TRUE,0,XXX,4.4M,4.3,8344395899084340000,N/A,belaldu43@gmail.com,"Nov 30, 2020","March 23, 2021",https://sites.google.com/view/success-habit,Everyone,TRUE,FALSE,FALSE,Power of Habit app is a habit improve and habit maker of life.,8,4.3 and up,TrmApps Dev,"Shahbag 1000 ,
Dhaka  ,Bangladesh.",8.3444E+18,1.4
Crock O'Gold Rainbow Slots Free,com.mobileamusements.CrockOGoldSlotsFREE,Casino,4.1868744,8985,"1,000,000+",1000000,TRUE,0,USD,17M,4.1,5882151793474680000,https://www.softwareamusements.com,sales@mobileamusements.com,"Mar 4, 2014","July 17, 2019",https://www.softwareamusements.com/policy.html,Teen,TRUE,FALSE,FALSE,The best lucky Irish themed St. Patrick's Day celebration casino slot machine!,1147,4.1 and up,Mobile Amusements,"Mobile Amusements
Rose Cottage
Seafield Street
Banff
Aberdeenshire
AB45 1EB
United Kingdom",5.88215E+18,35
Scratch-a-Lotto Scratch Card Lottery Free,com.mobileamusements.ScratchaLottoFREEFREE,Casino,3.93,274,"50,000+",50000,TRUE,0,USD,26M,4.1,5882151793474680000,https://www.softwareamusements.com,sales@mobileamusements.com,"Mar 20, 2017","July 20, 2019",https://www.softwareamusements.com/policy.html,Teen,TRUE,FALSE,FALSE,Scratch-a-Lotto the best Scratch Card Lotto game from Mobile Amusements!,91,4.1 and up,Mobile Amusements,"Mobile Amusements
Rose Cottage
Seafield Street
Banff
Aberdeenshire
AB45 1EB
United Kingdom",5.88215E+18,14
DrumHead Free,com.mobileamusements.DrumHead,Music & Audio,4.0292397,1712,"500,000+",500000,TRUE,0,USD,7.6M,4.1,5882151793474680000,https://www.softwareamusements.com,info@mobileamusements.com,"Jun 9, 2012","July 20, 2019",https://www.softwareamusements.com/policy.html,Everyone,TRUE,FALSE,FALSE,DrumHead electronic drum pad.,471,4.1 and up,Mobile Amusements,"Mobile Amusements
Rose Cottage
Seafield Street
Banff
Aberdeenshire
AB45 1EB
United Kingdom",5.88215E+18,14
Irish Treasure Rainbow Bingo Free,com.mobileamusements.IrishTreasureBingoFREE,Casino,3.920792,211,"50,000+",50000,TRUE,0,USD,23M,4.1,5882151793474680000,https://www.softwareamusements.com,sales@mobileamusements.com,"Aug 8, 2016","July 18, 2019",https://www.softwareamusements.com/policy.html,Teen,TRUE,FALSE,FALSE,The Emerald Isle Irish themed Bingo game!,64,4.1 and up,Mobile Amusements,"Mobile Amusements
Rose Cottage
Seafield Street
Banff
Aberdeenshire
AB45 1EB
United Kingdom",5.88215E+18,11
Glamour Puss Bingo Free,com.mobileamusements.GlamourPussBingoFREE,Casino,4.188119,294,"10,000+",10000,TRUE,0,USD,25M,4.1,5882151793474680000,https://www.softwareamusements.com,sales@mobileamusements.com,"Jun 26, 2015","July 21, 2019",https://www.softwareamusements.com/policy.html,Teen,TRUE,FALSE,FALSE,The Glamorous Kitty Cat themed Bingo game!,57,4.1 and up,Mobile Amusements,"Mobile Amusements
Rose Cottage
Seafield Street
Banff
Aberdeenshire
AB45 1EB
United Kingdom",5.88215E+18,14
Crock O'Gold Riches Slots 2 Free,com.mobileamusements.CrockOGoldSlots2FREE,Casino,4.0495048,756,"100,000+",100000,TRUE,0,USD,22M,4.1,5882151793474680000,https://www.softwareamusements.com,sales@mobileamusements.com,"Jan 25, 2015","July 17, 2019",https://www.softwareamusements.com/policy.html,Teen,TRUE,FALSE,FALSE,The best Irish themed casino slot machine game is now even better!,127,4.1 and up,Mobile Amusements,"Mobile Amusements
Rose Cottage
Seafield Street
Banff
Aberdeenshire
AB45 1EB
United Kingdom",5.88215E+18,14
Carnival Fiesta Slots Free,com.mobileamusements.CarnivalFiestaSlotsFREE,Casino,4.160966,4972,"500,000+",500000,TRUE,0,USD,20M,4.1,5882151793474680000,https://www.softwareamusements.com,sales@mobileamusements.com,"Mar 12, 2014","July 19, 2019",https://www.softwareamusements.com/policy.html,Teen,TRUE,FALSE,FALSE,Carnival Fiesta Slots the carnival party themed casino slot machine!,612,4.1 and up,Mobile Amusements,"Mobile Amusements
Rose Cottage
Seafield Street
Banff
Aberdeenshire
AB45 1EB
United Kingdom",5.88215E+18,16
Big Money Bugs Slots Free,com.mobileamusements.BigMoneyBugsSlotsFREE,Casino,4.12,370,"50,000+",50000,TRUE,0,USD,22M,4.1,5882151793474680000,https://www.softwareamusements.com,sales@mobileamusements.com,"Apr 2, 2015","July 17, 2019",https://www.softwareamusements.com/policy.html,Teen,TRUE,FALSE,FALSE,The new Bug themed lucky vegas casino slot machine!,69,4.1 and up,Mobile Amusements,"Mobile Amusements
Rose Cottage
Seafield Street
Banff
Aberdeenshire
AB45 1EB
United Kingdom",5.88215E+18,15
Egypt Reels of Luxor Slots Free,com.mobileamusements.EgyptReelsOfLuxorCB,Casino,3.906542,1070,"100,000+",100000,TRUE,0,USD,23M,4.1,5882151793474680000,https://www.softwareamusements.com,sales@mobileamusements.com,"Apr 15, 2014","July 19, 2019",https://www.softwareamusements.com/policy.html,Teen,TRUE,FALSE,FALSE,The Egyptian themed slot machine!,148,4.1 and up,Mobile Amusements,"Mobile Amusements
Rose Cottage
Seafield Street
Banff
Aberdeenshire
AB45 1EB
United Kingdom",5.88215E+18,10
